0 1 2
0.0107130515047774 0.0156444131326267 0.0130099441691763
0.0117302355378565 0.00738269489306898 0.0126775570671852
0.0104554908654481 0.00142797123936845 0.00336459319095116
0.0107728035981435 0.00660174649471348 0.0110724516615849
0.00789293493005931 0.014181325218996 0.00893598078879555
0.00837082698103768 0.0055490495549806 0.00312485609601624
0.0105991429612935 0.00174120672657311 0.00167409654401363
0.01169067032163 0.00719765645395176 0.0106923708769366
0.0103922750705455 0.00901325108539913 0.0188770066439917
0.00946948816600679 0.00460643180244441 0.00427127320691581
0.00662876884798462 0.00163571371447889 0.00172990001183052
0.0104491131762411 0.00430653477285607 0.0165620373261446
0.0180354784788099 0.00443477014158761 0.0165640030119733
0.00819655109282239 0.00440421916679978 0.0126070650916395
0.00676504586871648 0.00137067442735522 0.00200668429758462
0.0144090754181737 0.00600284496791733 0.0235925562521045
0.00756282387954208 0.012059967465666 0.00100449245058078
0.0151001735163121 0.00323717168898477 0.00132628190242415
0.00986086151120649 0.00103425729269875 0.00330959219395235
0.00873227421775247 0.00631728083399283 0.00342954495570789
0.00867811884866313 0.00510851789672685 0.00131633785236621
0.00931056549826718 0.0041373015027247 0.00219248330749297
0.00610781988229683 0.000827581148119607 0.00117325513226168
0.0101822629522508 0.00603263308148369 0.00211768600265103
0.0116012027065956 0.00405732067122726 0.00372050476380065
0.0178390119362433 0.0030084963936132 0.000743124707436067
0.00574331973959861 0.000960889896746045 0.000659807265089699
0.00908162493221595 0.00399891670139929 0.00260518487507665
0.00938155312385989 0.00436225810523195 0.00219687465392539
0.0121171296722721 0.00469560719717665 0.00352017582536615
0.0102095492752195 0.000908593680571845 0.000980148642987207
0.0157556607015031 0.00802638682073615 0.00296857656303624
0.0107309504969642 0.0415382077966886 0.00671843122271783
0.0104530321363496 0.0251210447529518 0.00368479810036084
0.0109391577952137 0.0730651130843454 0.183277493974914
0.0106770222517431 0.0320451089498541 0.00176891326652514
0.0117966036144042 0.028563265512923 0.00924178009504173
0.00790921589783937 0.0284551389995436 0.0239716432638408
0.00982452916320859 0.0348518321192694 0.094310422723129
0.00939039040640833 0.0553834709252006 0.00366839563196009
0.0105986808690869 0.0216927571894543 0.00820495335051211
0.00690371576642904 0.0278984204454858 0.0286298751549394
0.00959150533650402 0.0372566364710495 0.114640678549782
0.00937620834916509 0.0421692098299159 0.00667637484949574
0.0111758841066793 0.0167730360863421 0.0222601335476456
0.00915771208271162 0.0214274943351847 0.0293243657113841
0.0147093257181672 0.0258709782793876 0.0726212846851868
0.00965489504880609 0.0241639680686563 0.0155861154500488
0.0152285513895028 0.00621436393043547 0.00223321144035257
0.0115963370816506 0.0101049903464323 0.00340979936353948
0.0108557067176282 0.00681880373636035 0.00397778109430767
0.0122839018539104 0.00660092725882035 0.0119125195416176
0.0113027120959221 0.00321423287617653 0.0012910830799514
0.00755877290220444 0.00363035848954778 0.00434837132301572
0.00764342961187991 0.00450710384532969 0.00194319545509268
0.0136763410136745 0.00484295271240151 0.00388091015059505
0.0146300715005666 0.00251141671645558 0.0013425593445869
0.00665846851412863 0.0036188050358174 0.000826101526593942
0.00745672957353493 0.00316709943857102 0.000647380117256774
0.00773120212848846 0.0035812283137963 0.00396805444090399
0.00836794653335758 0.0039594215733733 0.00642143657330331
0.00636404889445287 0.00378425898689381 0.00297121431683426
0.0112715364143629 0.0022265854964754 0.00253292538648448
0.011725164895995 0.00614171654815234 0.0103268829386068
0.0145781718308393 0.024174527455694 0.00573724088597635
0.0105047720334573 0.00835407395510879 0.00345386016524703
0.0128582794144398 0.0208847649297901 0.00205570252875684
0.0116343243218852 0.0262796986298373 0.00748608900977758
0.0121425131292062 0.00736439013831031 0.00475733755550903
0.0107614490332288 0.00719128792608939 0.00468667480711273
0.00742199206167415 0.00929410655477375 0.00585243038518728
0.0091293184462685 0.0096974553288761 0.00271248325145816
0.0147107210772799 0.00787392991334421 0.00569659344871565
0.00845865028102103 0.00532837507698923 0.00402995331392187
0.00922731808211441 0.00647065630610753 0.00384184484678377
0.0114568639060997 0.0118528785498764 0.00383518903018195
0.010400470451025 0.00952869156017159 0.00661961570553416
0.00978865244688933 0.00672221527624937 0.00794915888750842
0.0211336941957412 0.00732785490316849 0.00274771298517821
0.0105721182697879 0.0145985766407785 0.00792947391579974
0.00850030039326566 0.00262322511065755 0.00210192234651078
0.00640938791219288 0.00151099220376291 0.000902780762897139
0.00944141542110557 0.00371455075751784 0.00284079545376235
0.0137384514880486 0.00340469742609504 0.00369587896834996
0.00855631075126478 0.00162019998376191 0.00139465351187609
0.00701016995750089 0.00240993594772391 0.00232684634145559
0.00924358792733438 0.00333146178605592 0.000981835143500632
0.0118433840174599 0.00370513258292091 0.00459928943694379
0.00725252254853426 0.00139267761836627 0.000611321573821542
0.00727614568213208 0.000983303970259066 0.000772379198622078
0.00881746388165096 0.00253011232951955 0.00111669144152404
0.0116851369138145 0.00174816776827964 0.00245521419366832
0.00895360345547961 0.0027925246882252 0.00223404718182631
0.0104717564788693 0.00189969023962198 0.00279317526922808
0.0121147341422256 0.00289291787936267 0.00377629945431707
0.0128316646738776 0.00502329424119565 0.00735997599752137
